"","pSteal","pRebound","jWin"
"2050",0.29,0.2,0.766
"2051",0.3,0.2,0.756
"2052",0.31,0.2,0.762
"2053",0.32,0.2,0.757
"2054",0.33,0.2,0.782
"2055",0.34,0.2,0.743
"2056",0.35,0.2,0.773
"2057",0.36,0.2,0.783
"2058",0.37,0.2,0.767
"2059",0.38,0.2,0.759
"2060",0.39,0.2,0.778
"2061",0.4,0.2,0.799
"2062",0.41,0.2,0.828
"2063",0.42,0.2,0.811
"2064",0.43,0.2,0.789
"2065",0.44,0.2,0.828
"2066",0.45,0.2,0.803
"2067",0.46,0.2,0.827
"2068",0.47,0.2,0.807
"2069",0.48,0.2,0.84
"2070",0.49,0.2,0.811
"2071",0.5,0.2,0.825
"2072",0.51,0.2,0.832
"2073",0.52,0.2,0.836
"2074",0.53,0.2,0.838
"2075",0.54,0.2,0.835
"2076",0.55,0.2,0.811
"2077",0.56,0.2,0.85
"2078",0.57,0.2,0.853
"2079",0.58,0.2,0.876
"2080",0.59,0.2,0.863
"2081",0.6,0.2,0.85
"2082",0.61,0.2,0.874
"2083",0.62,0.2,0.881
"2084",0.63,0.2,0.867
"2085",0.64,0.2,0.877
"2086",0.65,0.2,0.881
"2087",0.66,0.2,0.852
"2088",0.67,0.2,0.877
"2089",0.68,0.2,0.901
"2090",0.69,0.2,0.885
"2091",0.7,0.2,0.883
"2092",0.71,0.2,0.916
"2093",0.72,0.2,0.898
"2094",0.73,0.2,0.906
"2095",0.74,0.2,0.918
"2096",0.75,0.2,0.89
"2097",0.76,0.2,0.927
"2098",0.77,0.2,0.916
"2099",0.78,0.2,0.927
"2100",0.79,0.2,0.931
"2101",0.8,0.2,0.921
"2102",0.81,0.2,0.927
"2103",0.82,0.2,0.941
"2104",0.83,0.2,0.937
"2105",0.84,0.2,0.944
"2106",0.85,0.2,0.938
"2107",0.86,0.2,0.955
"2108",0.87,0.2,0.963
"2109",0.88,0.2,0.956
"2110",0.89,0.2,0.974
"2111",0.9,0.2,0.967
"2112",0.91,0.2,0.971
"2113",0.92,0.2,0.974
"2114",0.93,0.2,0.973
"2115",0.94,0.2,0.979
"2116",0.95,0.2,0.99
"2117",0.96,0.2,0.985
"2118",0.97,0.2,0.992
"2119",0.98,0.2,0.992
"2120",0.99,0.2,0.998
"2121",1,0.2,1
"2122",0,0.21,0.625
"2123",0.01,0.21,0.672
"2124",0.02,0.21,0.646
"2125",0.03,0.21,0.676
"2126",0.04,0.21,0.656
"2127",0.05,0.21,0.687
"2128",0.06,0.21,0.653
"2129",0.07,0.21,0.67
"2130",0.08,0.21,0.7
"2131",0.09,0.21,0.666
"2132",0.1,0.21,0.667
"2133",0.11,0.21,0.677
"2134",0.12,0.21,0.682
"2135",0.13,0.21,0.692
"2136",0.14,0.21,0.682
"2137",0.15,0.21,0.694
"2138",0.16,0.21,0.684
"2139",0.17,0.21,0.712
"2140",0.18,0.21,0.698
"2141",0.19,0.21,0.684
"2142",0.2,0.21,0.738
"2143",0.21,0.21,0.705
"2144",0.22,0.21,0.714
"2145",0.23,0.21,0.694
"2146",0.24,0.21,0.739
"2147",0.25,0.21,0.726
"2148",0.26,0.21,0.727
"2149",0.27,0.21,0.745
"2150",0.28,0.21,0.756
"2151",0.29,0.21,0.739
"2152",0.3,0.21,0.759
"2153",0.31,0.21,0.763
"2154",0.32,0.21,0.753
"2155",0.33,0.21,0.757
"2156",0.34,0.21,0.766
"2157",0.35,0.21,0.79
"2158",0.36,0.21,0.779
"2159",0.37,0.21,0.785
"2160",0.38,0.21,0.754
"2161",0.39,0.21,0.782
"2162",0.4,0.21,0.765
"2163",0.41,0.21,0.786
"2164",0.42,0.21,0.785
"2165",0.43,0.21,0.769
"2166",0.44,0.21,0.799
"2167",0.45,0.21,0.806
"2168",0.46,0.21,0.824
"2169",0.47,0.21,0.819
"2170",0.48,0.21,0.834
"2171",0.49,0.21,0.825
"2172",0.5,0.21,0.825
"2173",0.51,0.21,0.808
"2174",0.52,0.21,0.829
"2175",0.53,0.21,0.831
"2176",0.54,0.21,0.842
"2177",0.55,0.21,0.853
"2178",0.56,0.21,0.847
"2179",0.57,0.21,0.876
"2180",0.58,0.21,0.838
"2181",0.59,0.21,0.857
"2182",0.6,0.21,0.865
"2183",0.61,0.21,0.845
"2184",0.62,0.21,0.854
"2185",0.63,0.21,0.872
"2186",0.64,0.21,0.864
"2187",0.65,0.21,0.888
"2188",0.66,0.21,0.888
"2189",0.67,0.21,0.886
"2190",0.68,0.21,0.899
"2191",0.69,0.21,0.873
"2192",0.7,0.21,0.896
"2193",0.71,0.21,0.902
"2194",0.72,0.21,0.912
"2195",0.73,0.21,0.909
"2196",0.74,0.21,0.909
"2197",0.75,0.21,0.921
"2198",0.76,0.21,0.928
"2199",0.77,0.21,0.918
"2200",0.78,0.21,0.916
"2201",0.79,0.21,0.914
"2202",0.8,0.21,0.932
"2203",0.81,0.21,0.931
"2204",0.82,0.21,0.938
"2205",0.83,0.21,0.939
"2206",0.84,0.21,0.942
"2207",0.85,0.21,0.944
"2208",0.86,0.21,0.957
"2209",0.87,0.21,0.956
"2210",0.88,0.21,0.967
"2211",0.89,0.21,0.964
"2212",0.9,0.21,0.967
"2213",0.91,0.21,0.974
"2214",0.92,0.21,0.971
"2215",0.93,0.21,0.973
"2216",0.94,0.21,0.976
"2217",0.95,0.21,0.987
"2218",0.96,0.21,0.989
"2219",0.97,0.21,0.991
"2220",0.98,0.21,0.995
"2221",0.99,0.21,0.999
"2222",1,0.21,1
"2223",0,0.22,0.623
"2224",0.01,0.22,0.645
"2225",0.02,0.22,0.632
"2226",0.03,0.22,0.638
"2227",0.04,0.22,0.627
"2228",0.05,0.22,0.666
"2229",0.06,0.22,0.653
"2230",0.07,0.22,0.659
"2231",0.08,0.22,0.679
"2232",0.09,0.22,0.655
"2233",0.1,0.22,0.674
"2234",0.11,0.22,0.678
"2235",0.12,0.22,0.707
"2236",0.13,0.22,0.699
"2237",0.14,0.22,0.726
"2238",0.15,0.22,0.685
"2239",0.16,0.22,0.682
"2240",0.17,0.22,0.696
"2241",0.18,0.22,0.716
"2242",0.19,0.22,0.719
"2243",0.2,0.22,0.727
"2244",0.21,0.22,0.714
"2245",0.22,0.22,0.713
"2246",0.23,0.22,0.736
"2247",0.24,0.22,0.696
"2248",0.25,0.22,0.731
"2249",0.26,0.22,0.726
"2250",0.27,0.22,0.701
"2251",0.28,0.22,0.732
"2252",0.29,0.22,0.73
"2253",0.3,0.22,0.769
"2254",0.31,0.22,0.759
"2255",0.32,0.22,0.781
"2256",0.33,0.22,0.739
"2257",0.34,0.22,0.775
"2258",0.35,0.22,0.76
"2259",0.36,0.22,0.769
"2260",0.37,0.22,0.769
"2261",0.38,0.22,0.772
"2262",0.39,0.22,0.78
"2263",0.4,0.22,0.797
"2264",0.41,0.22,0.779
"2265",0.42,0.22,0.807
"2266",0.43,0.22,0.813
"2267",0.44,0.22,0.809
"2268",0.45,0.22,0.815
"2269",0.46,0.22,0.81
"2270",0.47,0.22,0.795
"2271",0.48,0.22,0.824
"2272",0.49,0.22,0.824
"2273",0.5,0.22,0.805
"2274",0.51,0.22,0.816
"2275",0.52,0.22,0.825
"2276",0.53,0.22,0.824
"2277",0.54,0.22,0.834
"2278",0.55,0.22,0.835
"2279",0.56,0.22,0.838
"2280",0.57,0.22,0.851
"2281",0.58,0.22,0.859
"2282",0.59,0.22,0.838
"2283",0.6,0.22,0.861
"2284",0.61,0.22,0.843
"2285",0.62,0.22,0.854
"2286",0.63,0.22,0.852
"2287",0.64,0.22,0.881
"2288",0.65,0.22,0.887
"2289",0.66,0.22,0.884
"2290",0.67,0.22,0.881
"2291",0.68,0.22,0.884
"2292",0.69,0.22,0.893
"2293",0.7,0.22,0.898
"2294",0.71,0.22,0.907
"2295",0.72,0.22,0.904
"2296",0.73,0.22,0.908
"2297",0.74,0.22,0.904
"2298",0.75,0.22,0.902
"2299",0.76,0.22,0.913
"2300",0.77,0.22,0.93
"2301",0.78,0.22,0.91
"2302",0.79,0.22,0.931
"2303",0.8,0.22,0.938
"2304",0.81,0.22,0.932
"2305",0.82,0.22,0.948
"2306",0.83,0.22,0.947
"2307",0.84,0.22,0.938
"2308",0.85,0.22,0.95
"2309",0.86,0.22,0.953
"2310",0.87,0.22,0.958
"2311",0.88,0.22,0.943
"2312",0.89,0.22,0.955
"2313",0.9,0.22,0.963
"2314",0.91,0.22,0.975
"2315",0.92,0.22,0.969
"2316",0.93,0.22,0.973
"2317",0.94,0.22,0.98
"2318",0.95,0.22,0.983
"2319",0.96,0.22,0.985
"2320",0.97,0.22,0.989
"2321",0.98,0.22,0.997
"2322",0.99,0.22,0.996
"2323",1,0.22,1
"2324",0,0.23,0.648
"2325",0.01,0.23,0.647
"2326",0.02,0.23,0.641
"2327",0.03,0.23,0.653
"2328",0.04,0.23,0.648
"2329",0.05,0.23,0.654
"2330",0.06,0.23,0.645
"2331",0.07,0.23,0.654
"2332",0.08,0.23,0.663
"2333",0.09,0.23,0.646
"2334",0.1,0.23,0.673
"2335",0.11,0.23,0.677
"2336",0.12,0.23,0.696
"2337",0.13,0.23,0.693
"2338",0.14,0.23,0.7
"2339",0.15,0.23,0.675
"2340",0.16,0.23,0.689
"2341",0.17,0.23,0.698
"2342",0.18,0.23,0.709
"2343",0.19,0.23,0.696
"2344",0.2,0.23,0.703
"2345",0.21,0.23,0.74
"2346",0.22,0.23,0.719
"2347",0.23,0.23,0.719
"2348",0.24,0.23,0.729
"2349",0.25,0.23,0.732
"2350",0.26,0.23,0.723
"2351",0.27,0.23,0.709
"2352",0.28,0.23,0.735
"2353",0.29,0.23,0.751
"2354",0.3,0.23,0.729
"2355",0.31,0.23,0.724
"2356",0.32,0.23,0.755
"2357",0.33,0.23,0.768
"2358",0.34,0.23,0.784
"2359",0.35,0.23,0.756
"2360",0.36,0.23,0.773
"2361",0.37,0.23,0.777
"2362",0.38,0.23,0.772
"2363",0.39,0.23,0.769
"2364",0.4,0.23,0.756
"2365",0.41,0.23,0.794
"2366",0.42,0.23,0.78
"2367",0.43,0.23,0.777
"2368",0.44,0.23,0.77
"2369",0.45,0.23,0.804
"2370",0.46,0.23,0.788
"2371",0.47,0.23,0.803
"2372",0.48,0.23,0.811
"2373",0.49,0.23,0.807
"2374",0.5,0.23,0.824
"2375",0.51,0.23,0.817
"2376",0.52,0.23,0.833
"2377",0.53,0.23,0.826
"2378",0.54,0.23,0.82
"2379",0.55,0.23,0.846
"2380",0.56,0.23,0.823
"2381",0.57,0.23,0.842
"2382",0.58,0.23,0.864
"2383",0.59,0.23,0.869
"2384",0.6,0.23,0.87
"2385",0.61,0.23,0.862
"2386",0.62,0.23,0.852
"2387",0.63,0.23,0.858
"2388",0.64,0.23,0.849
"2389",0.65,0.23,0.863
"2390",0.66,0.23,0.871
"2391",0.67,0.23,0.89
"2392",0.68,0.23,0.883
"2393",0.69,0.23,0.89
"2394",0.7,0.23,0.897
"2395",0.71,0.23,0.882
"2396",0.72,0.23,0.891
"2397",0.73,0.23,0.904
"2398",0.74,0.23,0.895
"2399",0.75,0.23,0.895
"2400",0.76,0.23,0.906
"2401",0.77,0.23,0.93
"2402",0.78,0.23,0.916
"2403",0.79,0.23,0.929
"2404",0.8,0.23,0.921
"2405",0.81,0.23,0.924
"2406",0.82,0.23,0.936
"2407",0.83,0.23,0.939
"2408",0.84,0.23,0.947
"2409",0.85,0.23,0.934
"2410",0.86,0.23,0.939
"2411",0.87,0.23,0.958
"2412",0.88,0.23,0.947
"2413",0.89,0.23,0.956
"2414",0.9,0.23,0.965
"2415",0.91,0.23,0.964
"2416",0.92,0.23,0.964
"2417",0.93,0.23,0.974
"2418",0.94,0.23,0.97
"2419",0.95,0.23,0.982
"2420",0.96,0.23,0.982
"2421",0.97,0.23,0.985
"2422",0.98,0.23,0.99
"2423",0.99,0.23,0.994
"2424",1,0.23,1
"2425",0,0.24,0.629
"2426",0.01,0.24,0.638
"2427",0.02,0.24,0.626
"2428",0.03,0.24,0.624
"2429",0.04,0.24,0.637
"2430",0.05,0.24,0.641
"2431",0.06,0.24,0.633
"2432",0.07,0.24,0.663
"2433",0.08,0.24,0.693
"2434",0.09,0.24,0.642
"2435",0.1,0.24,0.675
"2436",0.11,0.24,0.682
"2437",0.12,0.24,0.687
"2438",0.13,0.24,0.715
"2439",0.14,0.24,0.664
"2440",0.15,0.24,0.719
"2441",0.16,0.24,0.705
"2442",0.17,0.24,0.706
"2443",0.18,0.24,0.692
"2444",0.19,0.24,0.715
"2445",0.2,0.24,0.69
"2446",0.21,0.24,0.684
"2447",0.22,0.24,0.675
"2448",0.23,0.24,0.743
"2449",0.24,0.24,0.736
"2450",0.25,0.24,0.721
"2451",0.26,0.24,0.755
"2452",0.27,0.24,0.72
"2453",0.28,0.24,0.731
"2454",0.29,0.24,0.744
"2455",0.3,0.24,0.732
"2456",0.31,0.24,0.73
"2457",0.32,0.24,0.763
"2458",0.33,0.24,0.758
"2459",0.34,0.24,0.743
"2460",0.35,0.24,0.767
"2461",0.36,0.24,0.767
"2462",0.37,0.24,0.772
"2463",0.38,0.24,0.782
"2464",0.39,0.24,0.781
"2465",0.4,0.24,0.775
"2466",0.41,0.24,0.765
"2467",0.42,0.24,0.799
"2468",0.43,0.24,0.77
"2469",0.44,0.24,0.799
"2470",0.45,0.24,0.788
"2471",0.46,0.24,0.776
"2472",0.47,0.24,0.81
"2473",0.48,0.24,0.83
"2474",0.49,0.24,0.811
"2475",0.5,0.24,0.813
"2476",0.51,0.24,0.803
"2477",0.52,0.24,0.811
"2478",0.53,0.24,0.841
"2479",0.54,0.24,0.838
"2480",0.55,0.24,0.806
"2481",0.56,0.24,0.83
"2482",0.57,0.24,0.848
"2483",0.58,0.24,0.845
"2484",0.59,0.24,0.849
"2485",0.6,0.24,0.839
"2486",0.61,0.24,0.846
"2487",0.62,0.24,0.862
"2488",0.63,0.24,0.865
"2489",0.64,0.24,0.865
"2490",0.65,0.24,0.878
"2491",0.66,0.24,0.858
"2492",0.67,0.24,0.886
"2493",0.68,0.24,0.883
"2494",0.69,0.24,0.886
"2495",0.7,0.24,0.875
"2496",0.71,0.24,0.893
"2497",0.72,0.24,0.902
"2498",0.73,0.24,0.9
"2499",0.74,0.24,0.909
"2500",0.75,0.24,0.915
"2501",0.76,0.24,0.902
"2502",0.77,0.24,0.914
"2503",0.78,0.24,0.918
"2504",0.79,0.24,0.921
"2505",0.8,0.24,0.944
"2506",0.81,0.24,0.938
"2507",0.82,0.24,0.919
"2508",0.83,0.24,0.938
"2509",0.84,0.24,0.942
"2510",0.85,0.24,0.945
"2511",0.86,0.24,0.959
"2512",0.87,0.24,0.953
"2513",0.88,0.24,0.962
"2514",0.89,0.24,0.961
"2515",0.9,0.24,0.967
"2516",0.91,0.24,0.971
"2517",0.92,0.24,0.972
"2518",0.93,0.24,0.973
"2519",0.94,0.24,0.976
"2520",0.95,0.24,0.982
"2521",0.96,0.24,0.986
"2522",0.97,0.24,0.99
"2523",0.98,0.24,0.997
"2524",0.99,0.24,0.996
"2525",1,0.24,1
"2526",0,0.25,0.64
"2527",0.01,0.25,0.626
"2528",0.02,0.25,0.593
"2529",0.03,0.25,0.633
"2530",0.04,0.25,0.624
"2531",0.05,0.25,0.639
"2532",0.06,0.25,0.675
"2533",0.07,0.25,0.643
"2534",0.08,0.25,0.648
"2535",0.09,0.25,0.651
"2536",0.1,0.25,0.68
"2537",0.11,0.25,0.678
"2538",0.12,0.25,0.679
"2539",0.13,0.25,0.691
"2540",0.14,0.25,0.688
"2541",0.15,0.25,0.658
"2542",0.16,0.25,0.701
"2543",0.17,0.25,0.689
"2544",0.18,0.25,0.705
"2545",0.19,0.25,0.693
"2546",0.2,0.25,0.699
"2547",0.21,0.25,0.715
"2548",0.22,0.25,0.731
"2549",0.23,0.25,0.738
"2550",0.24,0.25,0.698
"2551",0.25,0.25,0.73
"2552",0.26,0.25,0.727
"2553",0.27,0.25,0.738
"2554",0.28,0.25,0.753
"2555",0.29,0.25,0.708
"2556",0.3,0.25,0.724
"2557",0.31,0.25,0.744
"2558",0.32,0.25,0.731
"2559",0.33,0.25,0.744
"2560",0.34,0.25,0.732
"2561",0.35,0.25,0.759
"2562",0.36,0.25,0.778
"2563",0.37,0.25,0.759
"2564",0.38,0.25,0.761
"2565",0.39,0.25,0.759
"2566",0.4,0.25,0.762
"2567",0.41,0.25,0.771
"2568",0.42,0.25,0.787
"2569",0.43,0.25,0.761
"2570",0.44,0.25,0.8
"2571",0.45,0.25,0.791
"2572",0.46,0.25,0.793
"2573",0.47,0.25,0.786
"2574",0.48,0.25,0.821
"2575",0.49,0.25,0.815
"2576",0.5,0.25,0.807
"2577",0.51,0.25,0.821
"2578",0.52,0.25,0.829
"2579",0.53,0.25,0.819
"2580",0.54,0.25,0.833
"2581",0.55,0.25,0.845
"2582",0.56,0.25,0.858
"2583",0.57,0.25,0.835
"2584",0.58,0.25,0.816
"2585",0.59,0.25,0.841
"2586",0.6,0.25,0.83
"2587",0.61,0.25,0.848
"2588",0.62,0.25,0.847
"2589",0.63,0.25,0.883
"2590",0.64,0.25,0.86
"2591",0.65,0.25,0.879
"2592",0.66,0.25,0.866
"2593",0.67,0.25,0.867
"2594",0.68,0.25,0.853
"2595",0.69,0.25,0.887
"2596",0.7,0.25,0.876
"2597",0.71,0.25,0.894
"2598",0.72,0.25,0.89
"2599",0.73,0.25,0.898
"2600",0.74,0.25,0.911
"2601",0.75,0.25,0.911
"2602",0.76,0.25,0.903
"2603",0.77,0.25,0.914
"2604",0.78,0.25,0.92
"2605",0.79,0.25,0.915
"2606",0.8,0.25,0.923
"2607",0.81,0.25,0.923
"2608",0.82,0.25,0.932
"2609",0.83,0.25,0.915
"2610",0.84,0.25,0.941
"2611",0.85,0.25,0.938
"2612",0.86,0.25,0.953
"2613",0.87,0.25,0.946
"2614",0.88,0.25,0.959
"2615",0.89,0.25,0.968
"2616",0.9,0.25,0.973
"2617",0.91,0.25,0.967
"2618",0.92,0.25,0.971
"2619",0.93,0.25,0.979
"2620",0.94,0.25,0.986
"2621",0.95,0.25,0.983
"2622",0.96,0.25,0.985
"2623",0.97,0.25,0.99
"2624",0.98,0.25,0.994
"2625",0.99,0.25,0.998
"2626",1,0.25,1
"2627",0,0.26,0.616
"2628",0.01,0.26,0.605
"2629",0.02,0.26,0.641
"2630",0.03,0.26,0.637
"2631",0.04,0.26,0.638
"2632",0.05,0.26,0.638
"2633",0.06,0.26,0.657
"2634",0.07,0.26,0.662
"2635",0.08,0.26,0.647
"2636",0.09,0.26,0.646
"2637",0.1,0.26,0.654
"2638",0.11,0.26,0.662
"2639",0.12,0.26,0.674
"2640",0.13,0.26,0.684
"2641",0.14,0.26,0.678
"2642",0.15,0.26,0.674
"2643",0.16,0.26,0.697
"2644",0.17,0.26,0.688
"2645",0.18,0.26,0.684
"2646",0.19,0.26,0.692
"2647",0.2,0.26,0.703
"2648",0.21,0.26,0.714
"2649",0.22,0.26,0.692
"2650",0.23,0.26,0.702
"2651",0.24,0.26,0.713
"2652",0.25,0.26,0.716
"2653",0.26,0.26,0.71
"2654",0.27,0.26,0.741
"2655",0.28,0.26,0.732
"2656",0.29,0.26,0.74
"2657",0.3,0.26,0.755
"2658",0.31,0.26,0.726
"2659",0.32,0.26,0.736
"2660",0.33,0.26,0.746
"2661",0.34,0.26,0.742
"2662",0.35,0.26,0.731
"2663",0.36,0.26,0.743
"2664",0.37,0.26,0.785
"2665",0.38,0.26,0.754
"2666",0.39,0.26,0.766
"2667",0.4,0.26,0.774
"2668",0.41,0.26,0.782
"2669",0.42,0.26,0.784
"2670",0.43,0.26,0.782
"2671",0.44,0.26,0.786
"2672",0.45,0.26,0.818
"2673",0.46,0.26,0.817
"2674",0.47,0.26,0.802
"2675",0.48,0.26,0.797
"2676",0.49,0.26,0.816
"2677",0.5,0.26,0.825
"2678",0.51,0.26,0.797
"2679",0.52,0.26,0.805
"2680",0.53,0.26,0.82
"2681",0.54,0.26,0.845
"2682",0.55,0.26,0.831
"2683",0.56,0.26,0.84
"2684",0.57,0.26,0.828
"2685",0.58,0.26,0.835
"2686",0.59,0.26,0.838
"2687",0.6,0.26,0.85
"2688",0.61,0.26,0.838
"2689",0.62,0.26,0.87
"2690",0.63,0.26,0.852
"2691",0.64,0.26,0.86
"2692",0.65,0.26,0.872
"2693",0.66,0.26,0.865
"2694",0.67,0.26,0.881
"2695",0.68,0.26,0.861
"2696",0.69,0.26,0.878
"2697",0.7,0.26,0.874
"2698",0.71,0.26,0.89
"2699",0.72,0.26,0.884
"2700",0.73,0.26,0.898
"2701",0.74,0.26,0.915
"2702",0.75,0.26,0.895
"2703",0.76,0.26,0.913
"2704",0.77,0.26,0.913
"2705",0.78,0.26,0.912
"2706",0.79,0.26,0.92
"2707",0.8,0.26,0.928
"2708",0.81,0.26,0.937
"2709",0.82,0.26,0.927
"2710",0.83,0.26,0.936
"2711",0.84,0.26,0.939
"2712",0.85,0.26,0.955
"2713",0.86,0.26,0.94
"2714",0.87,0.26,0.962
"2715",0.88,0.26,0.96
"2716",0.89,0.26,0.955
"2717",0.9,0.26,0.968
"2718",0.91,0.26,0.967
"2719",0.92,0.26,0.964
"2720",0.93,0.26,0.959
"2721",0.94,0.26,0.983
"2722",0.95,0.26,0.987
"2723",0.96,0.26,0.989
"2724",0.97,0.26,0.987
"2725",0.98,0.26,0.999
"2726",0.99,0.26,0.994
"2727",1,0.26,1
"2728",0,0.27,0.6
"2729",0.01,0.27,0.612
"2730",0.02,0.27,0.643
"2731",0.03,0.27,0.66
"2732",0.04,0.27,0.653
"2733",0.05,0.27,0.642
"2734",0.06,0.27,0.639
"2735",0.07,0.27,0.658
"2736",0.08,0.27,0.662
"2737",0.09,0.27,0.675
"2738",0.1,0.27,0.651
"2739",0.11,0.27,0.665
"2740",0.12,0.27,0.682
"2741",0.13,0.27,0.654
"2742",0.14,0.27,0.666
"2743",0.15,0.27,0.664
"2744",0.16,0.27,0.676
"2745",0.17,0.27,0.689
"2746",0.18,0.27,0.698
"2747",0.19,0.27,0.688
"2748",0.2,0.27,0.688
"2749",0.21,0.27,0.683
"2750",0.22,0.27,0.684
"2751",0.23,0.27,0.715
"2752",0.24,0.27,0.712
"2753",0.25,0.27,0.715
"2754",0.26,0.27,0.7
"2755",0.27,0.27,0.732
"2756",0.28,0.27,0.697
"2757",0.29,0.27,0.749
"2758",0.3,0.27,0.736
"2759",0.31,0.27,0.72
"2760",0.32,0.27,0.747
"2761",0.33,0.27,0.745
"2762",0.34,0.27,0.748
"2763",0.35,0.27,0.724
"2764",0.36,0.27,0.784
"2765",0.37,0.27,0.73
"2766",0.38,0.27,0.754
"2767",0.39,0.27,0.762
"2768",0.4,0.27,0.76
"2769",0.41,0.27,0.764
"2770",0.42,0.27,0.791
"2771",0.43,0.27,0.807
"2772",0.44,0.27,0.79
"2773",0.45,0.27,0.786
"2774",0.46,0.27,0.802
"2775",0.47,0.27,0.798
"2776",0.48,0.27,0.808
"2777",0.49,0.27,0.801
"2778",0.5,0.27,0.798
"2779",0.51,0.27,0.803
"2780",0.52,0.27,0.835
"2781",0.53,0.27,0.806
"2782",0.54,0.27,0.806
"2783",0.55,0.27,0.851
"2784",0.56,0.27,0.823
"2785",0.57,0.27,0.843
"2786",0.58,0.27,0.839
"2787",0.59,0.27,0.829
"2788",0.6,0.27,0.855
"2789",0.61,0.27,0.847
"2790",0.62,0.27,0.844
"2791",0.63,0.27,0.862
"2792",0.64,0.27,0.852
"2793",0.65,0.27,0.849
"2794",0.66,0.27,0.879
"2795",0.67,0.27,0.858
"2796",0.68,0.27,0.873
"2797",0.69,0.27,0.889
"2798",0.7,0.27,0.887
"2799",0.71,0.27,0.894
"2800",0.72,0.27,0.884
"2801",0.73,0.27,0.901
"2802",0.74,0.27,0.906
"2803",0.75,0.27,0.906
"2804",0.76,0.27,0.888
"2805",0.77,0.27,0.913
"2806",0.78,0.27,0.904
"2807",0.79,0.27,0.904
"2808",0.8,0.27,0.918
"2809",0.81,0.27,0.917
"2810",0.82,0.27,0.928
"2811",0.83,0.27,0.929
"2812",0.84,0.27,0.94
"2813",0.85,0.27,0.948
"2814",0.86,0.27,0.953
"2815",0.87,0.27,0.952
"2816",0.88,0.27,0.944
"2817",0.89,0.27,0.959
"2818",0.9,0.27,0.964
"2819",0.91,0.27,0.959
"2820",0.92,0.27,0.966
"2821",0.93,0.27,0.976
"2822",0.94,0.27,0.973
"2823",0.95,0.27,0.981
"2824",0.96,0.27,0.982
"2825",0.97,0.27,0.99
"2826",0.98,0.27,0.994
"2827",0.99,0.27,0.996
"2828",1,0.27,1
"2829",0,0.28,0.611
"2830",0.01,0.28,0.6
"2831",0.02,0.28,0.608
"2832",0.03,0.28,0.603
"2833",0.04,0.28,0.593
"2834",0.05,0.28,0.622
"2835",0.06,0.28,0.615
"2836",0.07,0.28,0.637
"2837",0.08,0.28,0.639
"2838",0.09,0.28,0.648
"2839",0.1,0.28,0.639
"2840",0.11,0.28,0.661
"2841",0.12,0.28,0.64
"2842",0.13,0.28,0.675
"2843",0.14,0.28,0.651
"2844",0.15,0.28,0.666
"2845",0.16,0.28,0.69
"2846",0.17,0.28,0.688
"2847",0.18,0.28,0.664
"2848",0.19,0.28,0.7
"2849",0.2,0.28,0.691
"2850",0.21,0.28,0.695
"2851",0.22,0.28,0.683
"2852",0.23,0.28,0.698
"2853",0.24,0.28,0.685
"2854",0.25,0.28,0.709
"2855",0.26,0.28,0.682
"2856",0.27,0.28,0.734
"2857",0.28,0.28,0.753
"2858",0.29,0.28,0.717
"2859",0.3,0.28,0.705
"2860",0.31,0.28,0.741
"2861",0.32,0.28,0.721
"2862",0.33,0.28,0.749
"2863",0.34,0.28,0.754
"2864",0.35,0.28,0.765
"2865",0.36,0.28,0.736
"2866",0.37,0.28,0.739
"2867",0.38,0.28,0.773
"2868",0.39,0.28,0.755
"2869",0.4,0.28,0.778
"2870",0.41,0.28,0.745
"2871",0.42,0.28,0.784
"2872",0.43,0.28,0.792
"2873",0.44,0.28,0.798
"2874",0.45,0.28,0.783
"2875",0.46,0.28,0.806
"2876",0.47,0.28,0.791
"2877",0.48,0.28,0.809
"2878",0.49,0.28,0.782
"2879",0.5,0.28,0.82
"2880",0.51,0.28,0.813
"2881",0.52,0.28,0.826
"2882",0.53,0.28,0.813
"2883",0.54,0.28,0.817
"2884",0.55,0.28,0.816
"2885",0.56,0.28,0.84
"2886",0.57,0.28,0.836
"2887",0.58,0.28,0.841
"2888",0.59,0.28,0.841
"2889",0.6,0.28,0.87
"2890",0.61,0.28,0.843
"2891",0.62,0.28,0.838
"2892",0.63,0.28,0.859
"2893",0.64,0.28,0.87
"2894",0.65,0.28,0.889
"2895",0.66,0.28,0.868
"2896",0.67,0.28,0.874
"2897",0.68,0.28,0.88
"2898",0.69,0.28,0.867
"2899",0.7,0.28,0.872
"2900",0.71,0.28,0.892
"2901",0.72,0.28,0.875
"2902",0.73,0.28,0.893
"2903",0.74,0.28,0.899
"2904",0.75,0.28,0.895
"2905",0.76,0.28,0.9
"2906",0.77,0.28,0.91
"2907",0.78,0.28,0.911
"2908",0.79,0.28,0.908
"2909",0.8,0.28,0.917
"2910",0.81,0.28,0.913
"2911",0.82,0.28,0.935
"2912",0.83,0.28,0.936
"2913",0.84,0.28,0.938
"2914",0.85,0.28,0.949
"2915",0.86,0.28,0.952
"2916",0.87,0.28,0.946
"2917",0.88,0.28,0.953
"2918",0.89,0.28,0.961
"2919",0.9,0.28,0.957
"2920",0.91,0.28,0.959
"2921",0.92,0.28,0.967
"2922",0.93,0.28,0.969
"2923",0.94,0.28,0.982
"2924",0.95,0.28,0.984
"2925",0.96,0.28,0.985
